NClients,Type,TotalCalls,Time,MicrosPerCall,Latency,Throughput,Size
5,Sequence,5000,1073066.8,214.613,107.3065,149105.6,4
5,Vector,50,457847.6,9156.951,4578.4756,1397845200,1600000
5,Hashmap,50,5898649.5,117972.99,58986.496,12130844,178889
6,Sequence,6000,1177133.9,196.188,98.094,163108.84,4
6,Vector,60,495498.16,8258.302,4129.151,1549955500,1600000
6,Hashmap,60,7570458.5,126174.305,63087.152,11342341,178889
7,Sequence,7000,1368406.1,195.48601,97.743004,163694.58,4
7,Vector,70,601735.4,8596.219,4298.1094,1489026700,1600000
7,Hashmap,70,8535967,121942.38,60971.19,11735968,178889
8,Sequence,8000,1627349.4,203.41801,101.70901,157311.55,4
8,Vector,80,733184.2,9164.802,4582.401,1396647800,1600000
8,Hashmap,80,10053168,125664.61,62832.305,11388346,178889
9,Sequence,9000,1843950.5,204.88301,102.441505,156186.7,4
9,Vector,90,871221,9680.233,4840.1167,1322282200,1600000
9,Hashmap,90,11404902,126721.125,63360.563,11293397,178889
10,Sequence,10000,2061071.1,206.107,103.0535,155259.16,4
10,Vector,100,969167.7,9691.676,4845.838,1320721000,1600000
10,Hashmap,100,12559747,125597.48,62798.74,11394433,178889
